text,Joy,Trust,Anticipation,Surprise,Fear,Sadness,Disgust,Anger,Positive,Negative,Neutral
Ja jednak muszę dodać złą opinię.,False,False,False,False,False,True,False,False,False,True,False
"Chciałabym też zaznaczyć że każdy ma prawo do własnej opinii i Panie, które krytykują pozostałe za wystawianie złych opinii powinny przemyśleć istotę tego forum - przecież jest właśnie po to, by wyrazić głośno swoją prywatną ocenę.",False,False,False,False,False,True,False,True,False,True,False
"Pani dr faktycznie rozmawia przez telefon, nie bada ginekologicznie, ze mną nie przeprowadziła wywiadu na temat moich przeszłych chorób i dolegliwości, po opisanie moich obecnych problemów skierowała mnie na drogie badania ok.",False,False,False,False,False,True,True,False,False,True,False
"600zł, później graniczyło z cudem żeby je skonsultować bo kolejki są na kilka miesięcy wprzód..",False,False,False,False,False,True,True,True,False,True,False
"Nie polecam, napewno szybko nie da się z nią zdiagnozować swoich problemów",False,False,False,False,False,True,False,False,False,True,False
###########################,False,False,False,False,False,True,True,False,False,True,False
Książkę kupiłam by móc zapoznać się z teorią względności w jak najbardziej przyjemny sposób.,False,False,True,False,False,False,False,False,True,False,True
Fizyka jest moim hobby i chciałabym dokładniej zrozumieć niektóre zjawiska.,True,False,False,False,False,False,False,False,True,False,True
Nie przeczytałam jeszcze całości ale książka zachęca do dalszego czytania.,True,False,True,False,False,False,False,False,True,False,False
"Niektóre zagadnienia wydają się przesadnie łopatologicznie wytłumaczone, ale może być to też zaleta gdyż książka przez to wydaje się odpowiednia by zainteresować fizyką np. dzieci.",True,False,True,False,False,True,False,False,True,True,False
"Tym bardziej, że autor tłumacząc fizykę psu wprowadził sympatyczny wątek humorystyczny :) Książka warta przeczytania chociażby dla utrwalenia zagadnień.",True,False,False,False,False,False,False,False,True,False,False
Postaram się więcej napisać jak ją przeczytam.,False,False,True,False,False,False,False,False,True,False,True
###########################,True,False,False,False,False,False,False,False,True,False,False
Gorąco polecam.,True,False,False,False,False,False,False,False,True,False,False
"Tygodniowy pobyt rodzinny - Ja , żona ,syn , córka z dzieckiem.",False,False,False,False,False,False,False,False,False,False,True
"Łączone dwa pokoje w budynku B. Standard pokojów po niedawnym remoncie wysoki - pokoje duże , szafy pojemne .",True,False,False,False,False,False,False,False,True,False,False
Na każdym kroku widać przygotowanie hotelu do pobytów rodzinnych z małymi dziećmi.,True,False,False,False,False,False,False,False,True,False,False
"Trzy posiłki dziennie urozmaicone , smaczne , każdy znajdzie coś dla siebie.",True,False,False,False,False,False,False,False,True,False,False
"Baseny , sauny, place zabaw , spa , animatorzy - można nie wychodzić z budynku.",True,False,False,False,False,False,False,False,True,False,False
Na każdym kroku uśmiech obsługi.,True,False,False,False,False,False,False,False,True,False,False
Nie ma drugiego takiego hotelu w Polsce z takim ukierunkowaniem na rodzinę.,True,False,True,False,False,False,False,False,True,False,False
"Gorąco polecam , na pewno wrócimy nie jeden raz.",True,False,True,False,False,False,False,False,True,False,False
###########################,True,False,False,False,False,False,False,False,True,False,False
"Dzień dobry, chciałam się wypowiedzieć na temat tego lekarza jako człowieka.",False,False,False,False,False,False,False,False,False,False,True
"Jeśli komuś to pomoże to chciałam napisać, że jest to lekarz z bardzo wysokim mniemaniem o sobie.",False,False,False,False,False,True,True,False,False,True,False
"Jak ktoś szuka lekarza nie tylko do leczenia prywatnego, ale do leczenia nagłych wypadków dziecięcych w przychodni to nie polecam.",False,False,False,False,False,True,False,False,False,True,False
"Proszę liczyć się z tym, że prawdopodobnie będzie czekanie kilkugodzinne.",False,False,True,False,False,True,True,False,False,True,False
"Nieprzyjemny, opryskliwy i lekceważący sposób bycia tego lekarza jest na pierwszym miejscu.",False,False,False,False,False,True,True,True,False,True,False
A jak w końcu Cię przyjmie z wielką łaską to się nasłuchasz jaki to on nie jest zapracowany i jak ma źle.,False,False,False,False,False,True,True,True,False,True,False
Na pierwszym miejscu jest u tego lekarza brak szacunku dla człowieka i krzyk.,False,False,False,False,False,True,True,True,False,True,False
###########################,False,False,False,False,False,True,True,True,False,True,False
"Ostatni raz byłem w tym hotelu w 1998 roku jeszcze jako Orbis Unia i ... nic się nie zmieniło od tamtego czasu , oprócz nazwy.",False,False,False,True,False,True,False,False,False,True,False
Nie rozumiem trochę tej polityki częściowych remontów pokój miałem jak z ostatniego pobytu koleżanka piętro niżej już po remoncie i w zupełnie innym standardzie.,False,False,False,True,False,True,False,False,False,True,False
"Ogólnie czysto , restauracja i śniadanie na dobrym poziomie , natomiast wystrój i ogólny wygląd taki misz masz - raczej nie do końca Mercure.",True,False,False,False,False,True,True,False,True,True,False
Obsługa miła i kompetentna ale to za mało.,True,False,False,False,False,True,False,False,True,True,False
Ogólnie gdyby nie program lojalnościowy to z hotelu już bym w przyszłości nie korzystał - mimo przywiązania do marki.,True,False,False,False,False,True,False,False,False,True,False
###########################,False,False,False,False,False,True,False,False,False,True,False
"Wróciliśmy z bardzo udanych wakacji na Gran Canarii (sierpień 2013), tym niemniej hotel nas nieco rozczarował.",True,False,False,True,False,True,False,False,True,True,False
"Animacje i hotel nastawiony na turystów z Wlkp.Brytanii i Skandynawii, animacje dzienne i wieczorne ukierunkowane wyłącznie na nich.",False,False,False,False,False,True,False,False,False,True,False
"Dla Polaków wieczorem żadnych atrakcji, o 23.00 życie w hotelu zamierało.",False,False,False,False,False,True,False,False,False,True,False
"Wi-Fi płatne, więc nawet internetu brak.",False,False,False,False,False,True,False,False,False,True,False
Ogromnym plusem hotelu i TUI były zajęcia dla dzieci w wieku 4-12 lat w polskojęzycznym Klubie Scan Holiday.,True,False,False,False,False,False,False,False,True,False,False
"Szkoda tylko, że w animacjach wieczornych polskie dzieci były pomijane, a zabawy były prowadzone wyłącznie pod kątem dzieci z Anglii, a na drugiej scenie ze Szwecji i Norwegii.",False,False,False,False,False,True,False,False,False,True,False
"Hotel położony na odludziu, w okolicach praktycznie nie ma nic ciekawego, do najbliższej miejscowości było kilka kilometrów, tak więc po kolacji nie było już żadnych atrakcji.",False,False,False,False,False,True,False,False,False,True,False
"Przy Hotelu w zasadzie nie ma plaży, są tylko kamienie.",False,False,False,False,False,True,True,False,False,True,False
"Na kawałku plaży nieopodal hotelu, leżaki odpłatne i brak baru all inclusive.",False,False,False,False,False,True,True,False,False,True,False
"Baseny przeciętne, z jedną małą zjeżdżalnią.",False,False,False,False,False,True,True,False,False,True,False
"Jedzenie przepyszne, zróżnicowane, raj dla żarłoków.",True,False,False,False,False,False,False,False,True,False,False
"Polacy ulokowani z na I i II piętrze, z widokiem na daszek restauracji.",False,False,False,False,False,True,True,False,False,True,False
"Podobno piękny widok na ocean był na wyższych piętrach, które były zajmowane przez turystów z Anglii i Skandynawii.",False,False,True,False,False,True,False,True,False,True,False
"Rezydentka bardzo niemiła, niechętnie odpowiadała na pytania.",False,False,False,False,False,True,True,True,False,True,False
Wyspa za to piękna i warta zwiedzenia !!!,True,False,False,False,False,False,False,False,True,False,False
"My wypożyczyliśmy samochód i objechaliśmy ciekawsze miejsca - warto zobaczyć takie miasta jak Maspalomas i Puerto Rico, plaże Anfidelmare i Amadores (to super lokalizacje na wakacje), a także wąwóz Quayadeque z mieszkaniami tubylców w skałach.",True,False,False,False,False,False,False,False,True,False,False
"Generalnie polecam Gran Canarię, hotel mniej.",True,False,False,False,False,True,False,False,True,True,False
My byliśmy z dziećmi 8 i 17 lat.,False,False,False,False,False,False,False,False,False,False,True
###########################,True,False,False,False,False,True,False,False,True,True,False
"Na podstawie § 5 ust.1 pkt 6 Rozporządzenia Ministra Finansów z dnia 19 lutego 2009 roku w sprawie informacji bieżących i okresowych przekazywanych przez emitentów papierów wartościowych oraz warunków uznawania za równoważne informacji wymaganych przepisami prawa państwa niebędącego państwem członkowskim (Dz.U. 2009 Nr 33 poz.259 ze zm.), Zarząd Telekomunikacji Polskiej S.A.(""TP S.A"") informuje o nabyciu przez podmioty zależne papierów wartościowych wyemitowanych przez TP S.A. 1.W dniu 20 stycznia 2011 r.",False,False,False,False,False,False,False,False,False,False,True
TP S.A. dokonała emisji obligacji TP S.A.,False,False,False,False,False,False,False,False,False,False,True
"(""Obligacje"") w ramach Programu Emisji Obligacji TP S.A. z dnia 15 lipca 2002 r.",False,False,False,False,False,False,False,False,False,False,True
"Łączna wartość nominalna Obligacji wynosi 81 000 000 zł, w tym: a)Emisja o wartości 80 000 000 zł z datą wykupu w dniu 27 stycznia 2011 (rentowność emisyjna wynosi: 3,18% w skali roku) została objęta przez PTK Centertel Sp. z o.o., w której TP S.A. posiada udziały stanowiące 100% kapitału zakładowego, uprawniające do wykonania 100% ogólnej liczby głosów na Zgromadzeniu Wspólników, b)Emisja o wartości 1 000 000 zł z datą wykupu w dniu 18 lutego 2011 (rentowność emisyjna wynosi: 3,33% w skali roku) została objęta przez OPCO Sp. z o.o., w której TP S.A. posiada udziały stanowiące 100% kapitału zakładowego, uprawniające do wykonania 100% ogólnej liczby głosów na Zgromadzeniu Wspólników.",False,False,False,False,False,False,False,False,False,False,True
2.W dniu 21 stycznia 2011 r.,False,False,False,False,False,False,False,False,False,False,True
TP S.A. dokonała emisji Obligacji TP S.A. w ramach Programu Emisji Obligacji TP S.A. z dnia 15 lipca 2002 r.,False,False,False,False,False,False,False,False,False,False,True
"Łączna wartość nominalna Obligacji wynosi 137 700 000 zł, w tym: a)Emisja o wartości 85 000 000 zł z datą wykupu w dniu 28 stycznia 2011 (rentowność emisyjna wynosi: 3,18% w skali roku) została objęta przez TP Emitel Sp. z o.o., w której TP S.A. posiada udziały stanowiące 100% kapitału zakładowego, uprawniające do wykonania 100% ogólnej liczby głosów na Zgromadzeniu Wspólników, b)Emisja o wartości 25 000 000 zł z datą wykupu w dniu 28 stycznia 2011 (rentowność emisyjna wynosi: 3,35% w skali roku) została objęta przez PTK Centertel Sp. z o.o., c)Emisja o wartości 23 700 000 zł z datą wykupu w dniu 4 lutego 2011 (rentowność emisyjna wynosi: 3,40% w skali roku) została objęta przez TP Invest Sp. z o.o., w której TP S.A. posiada udziały stanowiące 100% kapitału zakładowego, uprawniające do wykonania 100% ogólnej liczby głosów na Zgromadzeniu Wspólników, d)Emisja o wartości 4 000 000 zł z datą wykupu w dniu 28 stycznia 2011 (rentowność emisyjna wynosi: 3,35% w skali roku) została objęta przez TP Teltech Sp. z o.o., w której TP S.A. posiada udziały stanowiące 100% kapitału zakładowego, uprawniające do wykonania 100% ogólnej liczby głosów na Zgromadzeniu Wspólników.",False,False,False,False,False,False,False,False,False,False,True
"Wszystkie wyemitowane Obligacje są denominowane w złotych polskich i zostały zaoferowane w trybie emisji niepublicznej, wyłącznie na terytorium Rzeczypospolitej Polskiej.",False,False,False,False,False,False,False,False,False,False,True
"Obligacje zostały wyemitowane jako obligacje na okaziciela, niezabezpieczone, zdematerializowane oraz dyskontowe (obligacje zerokuponowe).Wykup Obligacji zostanie dokonany według wartości nominalnej Obligacji.",False,False,False,False,False,False,False,False,False,False,True
Wartość nominalna jednej Obligacji wynosi 10 000 zł.,False,False,False,False,False,False,False,False,False,False,True
TP S.A. nie przewiduje wprowadzania Obligacji do publicznego obrotu.,False,False,True,False,False,False,False,False,True,True,True
Obligacje są wykorzystywane w zarządzaniu kapitałem obrotowym Grupy TP.,False,False,False,False,False,False,False,False,False,False,True
"Po dokonaniu powyższych emisji, łączna wartość nominalna Obligacji, wyemitowanych w ramach tego programu i będących w obrocie, wynosi na dzień 21 stycznia 2011 r. 778 720 000 zł.",False,False,False,False,False,False,False,False,False,False,True
###########################,False,False,False,False,False,False,False,False,False,False,True
"Zarząd KOPEX S.A. z siedzibą w Katowicach (Emitent) powziął informację o wpływie w dniu 20.04.2012 r. do spółki Rybnicka Fabryka Maszyn ""RYFAMA"" S.A. z siedzibą w Rybniku (jednostka zależna od Emitenta) podpisanej umowy z Katowickim Holdingiem Węglowym S.A. z siedzibą w Katowicach.",False,False,False,False,False,False,False,False,False,False,True
"Stronami przedmiotowej umowy datowanej na 29.03.2012 r. są: Rybnicka Fabryka Maszyn ""RYFAMA"" S.A. - jako Wykonawca oraz Katowicki Holding Węglowy S.A. . - jako Zamawiający.",False,False,False,False,False,False,False,False,False,False,True
"Przedmiotem umowy jest: ""Dostawa części zamiennych do przenośnika zgrzebłowego typu Grot 750,850"".",False,False,False,False,False,False,False,False,False,False,True
"Wartość umowy wynosi 813.919,20 zł netto + VAT.",False,False,False,False,False,False,False,False,False,False,True
Termin realizacji: do 31.12.2012.,False,False,False,False,False,False,False,False,False,False,True
Kary umowne (wg kryteriów RMF): 1.,False,False,False,False,False,False,False,False,False,False,True
"Wykonawca zapłaci Zamawiającemu kary umowne w wysokości: - 10% niezrealizowanej wartości brutto umowy za odstąpienie od umowy przez Zamawiającego, z przyczyn za które ponosi odpowiedzialność Wykonawca. - 0,5% wartości brutto złożonego przez Zamawiającego zamówienia za każdy dzień zwłoki w dostawie względem określonego w zamówieniu terminu, dotyczy również zwłoki w dostarczeniu rzeczy wolnych od wad.",False,False,False,False,False,False,False,False,False,False,True
2,False,False,False,False,False,False,False,False,False,False,True
"Zamawiający zapłaci Wykonawcy kary umowne w wysokości: - 10% niezrealizowanej wartości brutto umowy za odstąpienie od umowy przez Wykonawcę, z przyczyn za które ponosi odpowiedzialność Zamawiający. - 0,5% wartości brutto zamówionego, dostarczonego i nie odebranego materiału przez Zamawiającego za każdy rozpoczęty dzień zwłoki.",False,False,False,False,False,False,False,False,False,False,True
"Kryterium uznania ww. umowy za znaczącą jest przekroczenie progu 10 % kapitałów własnych Emitenta (kapitały własne Emitenta wynoszą wg opublikowanego raportu kwartalnego za czwarty kwartał 2011 - 1.370.163 tys. zł), wobec spełnienia przez nią łącznie kryteriów, o których mowa w § 2 ust.1 pkt 44) i § 2 ust.2 RMF z dnia 19 lutego 2009 roku w sprawie informacji bieżących i okresowych (….).",False,False,False,False,False,False,False,False,False,False,True
W okresie ostatnich 12 miesięcy Emitent i jednostki zależne od Emitenta podpisali umowy z tym kontrahentem i jego jednostkami zależnymi o łącznej wartości 247.322 tys.,False,False,False,False,False,False,False,False,False,False,True
PLN (wraz z aktualną).,False,False,False,False,False,False,False,False,False,False,True
O ostatniej umowie z tym kontrahentem Emitent informował w raporcie bieżącym RB Nr 52/2012 z dnia 28.03.2012 roku.,False,False,False,False,False,False,False,False,False,False,True
"Umową o największej wartości spośród zawartych w okresie ostatnich 12 miesięcy jest umowa, o której Emitent informował w raporcie bieżącym RB Nr 117/2011 z dnia 25.08.2011 roku zawierającym również informacje w odniesieniu do umowy o największej wartości określone w § 9 pkt 1) -7) RMF z dnia 19 lutego 2009 roku w sprawie informacji bieżących i okresowych (….).",False,False,False,False,False,False,False,False,False,False,True
"Podstawa prawna przekazania: § 5 ust. 1 pkt 3 w związku z § 2 ust.2 i § 9 Rozporządzenia Ministra Finansów z dnia 19 lutego 2009 roku w sprawie informacji bieżących i okresowych przekazywanych przez emitentów papierów wartościowych oraz warunków uznawania za równoważne informacji wymaganych przepisami prawa państwa niebędącego państwem członkowskim (Dz.U. z 2009 r., Nr 33, poz. 259 ze zmianami).",False,False,False,False,False,False,False,False,False,False,True
###########################,False,False,False,False,False,False,False,False,False,False,True
Badacze na razie sprawdzali środowisko fizyczne sal szpitalnych w wybranych oddziałach w polskich szpitalach państwowych.,False,False,False,False,False,False,False,False,False,False,True
"Badano np. temperaturę powietrza, jego prędkość i wilgotność oraz temperaturę promieniowania.",False,False,False,False,False,False,False,False,False,False,True
Naukowcy z PW odbyli też wiele rozmów z pacjentami i personelem.,False,False,False,False,False,False,False,False,False,False,True
"""Od marca, kiedy projekt ruszył, przebadaliśmy ponad 20 szpitali – opowiada prof. Bogdan. – Szybko okazało się, że warunki w salach chorych w całej Polsce są bardzo podobne"".",False,False,True,False,False,False,False,False,True,False,True
"Kluczowe problemy związane ze środowiskiem cieplnym, z którymi borykają się szpitale, zależą od pory roku.",False,False,False,False,False,False,False,False,False,True,True
Latem kłopotem jest nadmierne nasłonecznienie.,False,False,False,False,False,True,False,False,False,True,True
"W salach dla pacjentów są zazwyczaj bardzo duże okna, więc pomieszczenia szybko się nagrzewają.",False,False,False,False,False,True,False,False,False,True,True
Rolety i żaluzje nie pomagają.,False,False,False,False,False,True,False,False,False,True,True
"Zdarza się zresztą, że w ogóle ich nie ma.",False,False,False,False,False,True,False,False,False,True,True
"Jedynym ratunkiem jest otwieranie okien, ale takie naturalne wietrzenie oznacza kolejne problemy: wpuszczanie gorącego powietrza i dalsze nagrzewanie sal.",False,False,False,False,False,True,False,False,False,True,True
###########################,False,False,False,False,False,True,False,False,False,True,False
"W stanie „niby remontowanym” budynek przetrwał do przełomu lat 80. i 90., gdy zainteresowała się nim brytyjska projektantka wnętrz i hotelarka - Olga Polizzi, córka Charles’a Forte założyciela Forte Group i siostra sir Rocco Forte (obecnie Rocco Forte Hotels).",True,False,False,False,False,False,False,False,True,False,True
"Bristol miał wydać się Oldze Polizzi podobny do jednego z hoteli paryskich, bodaj Hôtel Lutetia (faktycznie, istnieje pewne podobieństwo, bardziej w zarysie i wewnętrznym układzie pomieszczeń, niż zewnętrzne) i zasmucona losem obracającej się w ruinę perły architektonicznej, postanowiła nakłonić ojca i brata do inwestycji w obiekt.",True,False,False,False,False,False,False,False,True,False,True
"Ostatecznie Orbis (wówczas jeszcze przedsiębiorstwo państwowe) zawarł z Trusthouse Forte umowę spółki joint venture, która zainwestowała w odnowienie obiektu, podpisując następnie z Orbisem umowę dzierżawy na 30 lat.",False,False,False,False,False,False,False,False,True,False,True
Równocześnie spółka joint venture podpisała umowę na zarządzanie hotelem z brytyjskim operatorem na taki sam okres tj. do 2020 roku.,False,False,False,False,False,False,False,False,True,False,True
###########################,False,False,False,False,False,False,False,False,True,False,True
"Przez tydzień nikt nie posprzątał nam pokoju hotelowego, nie zmienił ręczników.",False,False,False,False,False,True,True,False,False,True,False
Sprzątanie ogranicza się tylko do zabrania śmieci.,False,False,False,False,False,True,True,False,False,True,False
W łazience grzyb i okropny smród z kanalizacji.,False,False,False,False,False,True,True,True,False,True,False
Zdarzało się że nie było ciepłej wody z prysznica.,False,False,False,False,False,True,True,False,False,True,False
Wi-fi płatne.,False,False,False,False,False,True,True,False,False,True,False
"Bilard w hotelu też płatny, co było aż śmieszne, bo końcówki kijów są tak wytarte że aż krzywe, nie mają kredy do natarcia, ani nawet trójkąta do ustawienia bil, no i 1 bili brakuje :) Na barze niewielki wybór alkoholi, na ""normalnego"" drinka nie ma co liczyć.",False,False,False,False,False,True,True,True,False,True,False
I na koniec jedzenie... tragedia.,False,False,False,False,False,True,True,True,False,True,False
"Bywało nawet zepsute, nieświeże.",False,False,False,False,False,True,True,True,False,True,False
Codziennie praktycznie to samo.,False,False,False,False,False,True,True,False,False,True,False
Produkty bardzo niskiej jakości.,False,False,False,False,False,True,True,True,False,True,False
"Chleb tylko tostowy, czasem zwykły biały.",False,False,False,False,False,True,True,False,False,True,False
"Herbaty brak, ewentualnie owocowa albo jakieś ziółka czy mięta.",False,False,False,False,False,True,True,False,False,True,False
Owoców brak.,False,False,False,False,False,True,True,False,False,True,False
Soki z proszku.,False,False,False,False,False,True,True,False,False,True,False
Kawa z automatu.,False,False,False,False,False,True,True,False,False,True,False
"Naczynia brudne, niedomyte.",False,False,False,False,False,True,True,False,False,True,False
Lepiej trochę dopłacić i wziąć all inclusive w normalnym hotelu.,False,False,True,False,False,True,False,False,False,True,False
Tego zdecydowanie NIE POLECAM!,False,False,False,False,False,True,True,True,False,True,False
"Za bród, smród i okropne jedzenie.",False,False,False,False,False,True,True,True,False,True,False
"Jedyny pozytyw to obsługa - bardzo miła, tylko mało kto mówi po ang.",True,False,False,False,False,True,False,False,True,True,False
###########################,False,False,False,False,False,True,True,True,False,True,False
"Lekki podkład, idealny dla bladziochów.",True,False,False,False,False,False,False,False,True,False,False
"Jeśli ktoś nie ma dużego problemu z niedoskonałościami, to jak najbardziej polecam wypróbować.",True,False,False,False,False,False,False,False,True,False,False
"Nie tworzy efektu maski, świetnie stapia się ze skórą.",True,False,False,False,False,False,False,False,True,False,False
"Jeśli chodzi o trwałość, to wiadomo, zależy od skóry.",False,False,True,False,False,False,False,False,True,True,True
"U mnie niestety po dłuższym czasie zaczyna się ścierać w strefie T, ale wątpię w to by była to jego wina.",False,True,True,False,False,True,False,False,True,True,False
"Podkład jest dobry, ale nie idealny dla mnie.",True,False,False,False,False,True,False,False,True,True,False
"Póki nie znalazłam swojego grala, cały czas korzystam z tego, bo mimo wszystko wygląda on bardzo dobrze, a ścieranie się po iluś godzinach i to nie w jakiś okropny sposób można wybaczyć.",True,False,False,False,False,False,False,False,True,False,False
Osobiście polecam :),True,False,False,False,False,False,False,False,True,False,False
###########################,True,False,False,False,False,False,False,False,True,False,False
"Endoskopowe badania przesiewowe mają ogromny wpływ na zdrowie populacji, pozwalają również ograniczyć koszty leczenia, zwłaszcza w przypadku kolonoskopii.",True,True,False,False,False,False,False,False,True,False,False
"Dzięki wczesnemu wykrywaniu nowotworów nie dochodzi do powstania zawansowanych zmian nowotworowych, których przewlekłe leczenie jest niezwykle kosztowne – dlatego badania przeglądowe pozwalają na duże oszczędności finansowe.",True,True,False,False,False,False,False,False,True,False,False
Kiedyś na przykład rola gastroskopii sprowadzała się do wprowadzenia wziernika do żołądka i wykrycia dużego guza.,False,False,False,False,False,True,False,False,False,True,True
"Teraz udaje się diagnozować małe, wczesne zmiany.",True,False,False,False,False,False,False,False,True,False,True
Dzięki postępowi technicznemu ogromnie wzrosła jakość uzyskiwanych obrazów wnętrza ciała.,True,True,False,False,False,False,False,False,True,False,False
"Pojawiły się już nowe endoskopy „patrzące” jednocześnie zarówno do przodu, jak i na boki, dzięki czemu pole widzenia zwiększyło się aż do 330 stopni, a wysoka jakość obrazu pozwala wstępnie ocenić, czy zmiana wygląda na złośliwą.",True,True,True,False,False,False,False,False,True,False,False
"Znakomitym uzupełnieniem jest endoskopowa ultrasonografia, która wykrywa głębiej umiejscowione patologie.",True,True,False,False,False,False,False,False,True,False,False
###########################,True,True,True,False,False,False,False,False,True,False,False
"Szanowni Państwo, Drodzy Akcjonariusze, mam przyjemność przedstawić Państwu skonsolidowany Raport Roczny Grupy Kapitałowej Stalprodukt S.A., prezentujący wyniki oraz najważniejsze informacje dotyczące działalności Grupy w roku 2018.",True,False,False,False,False,False,False,False,True,False,False
"Grupa Stalproduktu osiągnęła w roku 2018 korzystne wyniki finansowe, które na kilku poziomach rachunku zysku i strat były wyższe niż w roku 2017.",True,False,False,False,False,False,False,False,True,False,False
"Przychody ze sprzedaży wzrosły w porównaniu do roku 2017 o 13,0 proc. i osiągnęły 3 956,7 mln zł.",True,False,False,False,False,False,False,False,True,False,False
"Należy jednocześnie podkreślić, iż był to rekordowy poziom w całej dotychczasowej działalności Grupy Stalprodukt., na co wpływ miało przejęcie w 2017 r. i objęcie konsolidacją z dniem 1 marca 2018 roku spółki GO Steel Frydek-Mistek a.s.",True,True,False,False,False,False,False,False,True,False,False
"Zysk na działalności operacyjnej wyniósł niemal 300 mln zł, co oznacza spadek o 16,6 proc., jednak zysk netto w wysokości 284,7 mln zł był o 3,3 proc. wyższy, niż w roku 2017.",True,False,False,False,False,True,False,False,True,True,True
"W kontekście wspomnianej akwizycji, pozytywnie należy ocenić zwłaszcza wyniki Segmentu Blach Elektrotechnicznych, którego przychody ze sprzedaży wzrosły w roku 2018 o 53,3 proc., przy wzroście wolumenów blach transformatorowych o 45,6 proc. w stosunku do wykonania roku 2017.",True,False,False,False,False,False,False,False,True,False,False
"Dzięki temu i niewielkiemu wzrostowi cen, wynik tego Segmentu wzrósł aż o 131,3 proc., a jego marża - z 8,8 proc. do 13,3 proc.",True,False,False,False,False,False,False,False,True,False,False
"W efekcie, wzrósł wyraźnie udział tego Segmentu w strukturze sprzedaży Grupy - z 15,2 proc. w roku 2017 do 20,6 proc. w roku 2018.",True,False,False,False,False,False,False,False,True,False,False
Znacznie trudniejsza sytuacja miała miejsce w Segmencie Profili.,False,False,False,False,False,True,False,False,False,True,False
"Mimo utrzymania przychodów na poziomie roku 2017, uzyskany wynik był o 93,8 proc. niższy, a marża wyniosła tylko 0,1 proc. w porównaniu z poprzednim rokiem.",False,False,False,False,False,True,False,False,False,True,False
"Negatywnie należy także ocenić spadki wolumenów w grupach asortymentowych kształtowników zimnogiętych (o 8,8 proc.) oraz wyrobów centrów serwisowych (o 27,5 proc.).",False,False,False,False,False,True,False,False,False,True,False
Te niekorzystne zmiany zostały częściowo zrekompensowane bardzo dobrymi wynikami sprzedaży barier drogowych.,True,False,False,False,False,True,False,False,True,True,False
"Wolumeny ich sprzedaży wzrosły o 18,5 proc., natomiast wartość przychodów ze sprzedaży wzrosła prawie o 25 proc.",True,False,False,False,False,False,False,False,True,False,False
"Udział sprzedaży Segmentu Profili w sprzedaży Grupy zmniejszył się z 20,1 proc. w 2017 r. do 18,7 proc. w roku ubiegłym.",False,False,False,False,False,True,False,False,False,True,True
"Wyniki te stanowią odzwierciedlenie trudnej sytuacji panującej na rynku profili giętych i operatorów centrów serwisowych, głównie z powodu taniego importu spoza obszaru Unii Europejskiej oraz nieskutecznych środków ochrony producentów unijnych.",False,False,False,False,False,True,False,False,False,True,False
"Już w 2018 r. podjęliśmy działania, które powinny poprawić sytuację tego segmentu operacyjnego.",True,False,True,False,False,False,False,False,True,False,False
"Zmieniliśmy bowiem zasady dystrybucji profili na rynku polskim poprzez włączenie składów handlowych, zarządzanych dotąd przez spółkę handlową Stalprodukt-Centrostal-Kraków Sp. z o.o., w struktury Stalproduktu i uzgodnienie nowych zasad współpracy (umowa agencyjna).",False,False,False,False,False,False,False,False,True,False,True
"Mamy jednak świadomość, że konieczne będą dalsze działania optymalizacyjne w tym segmencie działalności Grupy.",False,False,True,False,False,False,False,False,True,True,True
"Przychody Segmentu Cynku osiągnęły poziom roku 2017, a jego wynik zmniejszył się o 16,4 proc.",False,False,False,False,False,True,False,False,False,True,True
"Marża tego Segmentu spadła z 20,2 proc. do 16,8 proc.",False,False,False,False,False,True,False,False,False,True,True
"Osiągnięte wyniki należy jednak ocenić jako dobre, a wpłynęły na nie takie najważniejsze czynniki jak: utrzymanie się cen giełdowych cynku, głównego produktu Segmentu, na poziomie roku 2017, spadek cen złotówkowych tego metalu o 3,7 proc. i wzrost wolumenów sprzedaży o 3,0 proc.",True,False,False,False,False,False,False,False,True,False,False
"Nadal Segment Cynku pozostaje największym pod względem przychodów segmentem operacyjnym Grupy, a jego udział w strukturze sprzedaży wyniósł w 2018 r. 50,9 proc.",True,False,False,False,False,False,False,False,True,False,True
"Segment pozostałej działalności, obejmujący głównie sprzedaż towarów i blach zimnowalcowanych produkowanych przez GO Steel Frydek Mistek a.s. oraz usługi cynkowania, zanotował wzrost przychodów o 71,5 proc. i wzrost wyniku o 13,7 proc.",True,False,False,False,False,False,False,False,True,False,True
"Jego marża wyniosła w 2018 r. 5,5 proc., natomiast udział w strukturze asortymentowej wzrósł w ciągu roku z 6,5 proc. do 9,9 proc.",True,False,False,False,False,False,False,False,True,False,True
Kluczowym elementem realizacji strategii rozwoju podmiotu dominującego - Stalprodukt S.A. - w zakresie wzmacniania pozycji Grupy na rynku blach transformatorowych było zamknięcie - w dniu 28 lutego 2018 r. - transakcji nabycia 100 proc. akcji GO Steel Frydek Mistek a.s.,True,True,False,False,False,False,False,False,True,False,True
Od 1 marca ub. r. wyniki tej spółki są konsolidowane z wynikami pozostałych spółek Grupy Kapitałowej Stalproduktu.,False,False,False,False,False,False,False,False,False,False,True
"Konsekwencją tego przejęcia jest wzrost zdolności produkcyjnych blach transformatorowych w Grupie z poziomu 100 tys. t/rok do 150 tys. ton/rok, a także poszerzenie oferty produkcyjnej o zupełnie nowy asortyment - blachy zimnowalcowane.",True,True,False,False,False,False,False,False,True,False,True
